Namespace(duration=43200, fig_directory='res/simulator', generate_addition_probabilities=False, generate_graphs=True, generate_table=False, model='GPT-3', model_size='350M', performace_log_interval=1, removal_probability=None, seed=None, spot_instance_desired_capacity=20, spot_instance_trace='traces/g4dn-trace-8-20.csv', start_hour=None)
[0.000] node1 simulate_spot_instance_add: 0
[0.000] node3 simulate_spot_instance_add: 0
[0.000] node7 simulate_spot_instance_add: 0
[0.000] node15 simulate_spot_instance_add: 0
[0.000] node14 simulate_spot_instance_add: 0
[0.000] node6 simulate_spot_instance_add: 0
[0.000] node13 simulate_spot_instance_add: 0
[0.000] node12 simulate_spot_instance_add: 0
[0.000] node2 simulate_spot_instance_add: 0
[0.000] node5 simulate_spot_instance_add: 0
[0.000] node11 simulate_spot_instance_add: 0
[0.000] node10 simulate_spot_instance_add: 0
[0.000] node20 simulate_spot_instance_add: 0
[0.000] node4 simulate_spot_instance_add: 0
[0.000] node9 simulate_spot_instance_add: 0
[0.000] node19 simulate_spot_instance_add: 0
[0.000] node18 simulate_spot_instance_add: 0
[0.000] node8 simulate_spot_instance_add: 0
[0.000] node17 simulate_spot_instance_add: 0
[0.000] node16 simulate_spot_instance_add: 0
[45.000] node7 simulate_spot_instance_ready: 45000
[45.000] node7 starting global rendezvous
[45.000] simulate_rendezvous_start: 45000 True
[45.000] simulate_rendezvous_restart: 45000
[45.000] simulate_preparation: 45000 ['node7']
[45.000] node14 simulate_spot_instance_ready: 45000
[45.000] node6 simulate_spot_instance_ready: 45000
[45.000] node17 simulate_spot_instance_ready: 45000
[45.000] node16 simulate_spot_instance_ready: 45000
[45.000] node15 simulate_spot_instance_ready: 45000
[45.000] node13 simulate_spot_instance_ready: 45000
[45.000] node5 simulate_spot_instance_ready: 45000
[45.000] node8 simulate_spot_instance_ready: 45000
[45.000] node12 simulate_spot_instance_ready: 45000
[45.000] node2 simulate_spot_instance_ready: 45000
[45.000] node11 simulate_spot_instance_ready: 45000
[45.000] node20 simulate_spot_instance_ready: 45000
[45.000] node18 simulate_spot_instance_ready: 45000
[45.000] node10 simulate_spot_instance_ready: 45000
[45.000] node4 simulate_spot_instance_ready: 45000
[45.000] node19 simulate_spot_instance_ready: 45000
[45.000] node1 simulate_spot_instance_ready: 45000
[45.000] node3 simulate_spot_instance_ready: 45000
[45.000] node9 simulate_spot_instance_ready: 45000
[46.000] simulate_preparation: 46000
[46.000] simulate_preparation: 46000 ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
[46.000] simulate_assign_coordinates ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
46000 20 nodes completed rendezvous version 1, 20x1 configuration
46000 starting training with 20 20 nodes
[26940.898] simulate_preparation: 26940898.125 ['node42', 'node41', 'node45', 'node66', 'node68', 'node73', 'node74', 'node79', 'node78', 'node80', 'node81', 'node83', 'node82', 'node84', 'node85', 'node86', 'node88', 'node87']
[26940.898] simulate_assign_coordinates ['node42', 'node41', 'node45', 'node66', 'node68', 'node73', 'node74', 'node79', 'node78', 'node80', 'node81', 'node83', 'node82', 'node84', 'node85', 'node86', 'node88', 'node87']
26940898.125 18 nodes completed rendezvous version 38, 18x1 configuration
26940898.125 starting training with 18 18 nodes
[26949.768] simulate training iteration execution finish 2638
[26958.638] simulate training iteration execution finish 2639
[26967.508] simulate training iteration execution finish 2640
[26976.378] simulate training iteration execution finish 2641
[26985.248] simulate training iteration execution finish 2642
[26994.118] simulate training iteration execution finish 2643
[27002.988] simulate training iteration execution finish 2644
[27011.858] simulate training iteration execution finish 2645
[27020.728] simulate training iteration execution finish 2646
[27029.598] simulate training iteration execution finish 2647
[27038.468] simulate training iteration execution finish 2648
[27047.338] simulate training iteration execution finish 2649
[27056.208] simulate training iteration execution finish 2650
[27060.000] node85 simulate_spot_instance_remove: 27060000
[27060.000] simulate_rendezvous_start: 27060000 False
[27060.000] simulate_rendezvous_restart: 27060000
[27060.908] simulate_reconfigure: 27060908.125
[27060.908] simulate_preparation: 27060908.125 ['node42', 'node41', 'node45', 'node66', 'node68', 'node73', 'node74', 'node79', 'node78', 'node80', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87']
[27060.908] simulate_assign_coordinates ['node42', 'node41', 'node45', 'node66', 'node68', 'node73', 'node74', 'node79', 'node78', 'node80', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87']
27060908.125 17 nodes completed rendezvous version 39, 17x1 configuration
27060908.125 starting training with 17 17 nodes
[27071.918] simulate training iteration execution finish 2651
[27082.928] simulate training iteration execution finish 2652
[27093.938] simulate training iteration execution finish 2653
[27104.948] simulate training iteration execution finish 2654
[27115.958] simulate training iteration execution finish 2655
[27126.968] simulate training iteration execution finish 2656
[27137.978] simulate training iteration execution finish 2657
[27148.988] simulate training iteration execution finish 2658
[27159.998] simulate training iteration execution finish 2659
[27171.008] simulate training iteration execution finish 2660
[27182.018] simulate training iteration execution finish 2661
[27193.028] simulate training iteration execution finish 2662
[27204.038] simulate training iteration execution finish 2663
[27215.048] simulate training iteration execution finish 2664
[27226.058] simulate training iteration execution finish 2665
[27237.068] simulate training iteration execution finish 2666
[27248.078] simulate training iteration execution finish 2667
[27259.088] simulate training iteration execution finish 2668
[27270.098] simulate training iteration execution finish 2669
[27281.108] simulate training iteration execution finish 2670
[27292.118] simulate training iteration execution finish 2671
[27300.000] node79 simulate_spot_instance_remove: 27300000
[27300.000] simulate_rendezvous_start: 27300000 False
[27300.000] simulate_rendezvous_restart: 27300000
[27300.850] simulate_reconfigure: 27300850.0
[27300.850] simulate_preparation: 27300850.0 ['node42', 'node41', 'node45', 'node66', 'node68', 'node73', 'node74', 'node78', 'node80', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87']
[27300.850] simulate_assign_coordinates ['node42', 'node41', 'node45', 'node66', 'node68', 'node73', 'node74', 'node78', 'node80', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87']
27300850.0 16 nodes completed rendezvous version 40, 16x1 configuration
27300850.0 starting training with 16 16 nodes
[27311.090] simulate training iteration execution finish 2672
[27321.330] simulate training iteration execution finish 2673
[27331.570] simulate training iteration execution finish 2674
[27341.810] simulate training iteration execution finish 2675
[27352.050] simulate training iteration execution finish 2676
[27362.290] simulate training iteration execution finish 2677
[27372.530] simulate training iteration execution finish 2678
[27382.770] simulate training iteration execution finish 2679
[27393.010] simulate training iteration execution finish 2680
[27403.250] simulate training iteration execution finish 2681
[27413.490] simulate training iteration execution finish 2682
[27423.730] simulate training iteration execution finish 2683
[27433.970] simulate training iteration execution finish 2684
[27444.210] simulate training iteration execution finish 2685
[27454.450] simulate training iteration execution finish 2686
[27464.690] simulate training iteration execution finish 2687
[27474.930] simulate training iteration execution finish 2688
[27485.170] simulate training iteration execution finish 2689
[27495.410] simulate training iteration execution finish 2690
[27505.650] simulate training iteration execution finish 2691
[27515.890] simulate training iteration execution finish 2692
[27526.130] simulate training iteration execution finish 2693
[27536.370] simulate training iteration execution finish 2694
[27546.610] simulate training iteration execution finish 2695
[27556.850] simulate training iteration execution finish 2696
[27567.090] simulate training iteration execution finish 2697
[27577.330] simulate training iteration execution finish 2698
[27587.570] simulate training iteration execution finish 2699
[27597.810] simulate training iteration execution finish 2700
[27608.050] simulate training iteration execution finish 2701
[27618.290] simulate training iteration execution finish 2702
[27628.530] simulate training iteration execution finish 2703
[27638.770] simulate training iteration execution finish 2704
[27649.010] simulate training iteration execution finish 2705
[27659.250] simulate training iteration execution finish 2706
[27669.490] simulate training iteration execution finish 2707
[27679.730] simulate training iteration execution finish 2708
[27689.970] simulate training iteration execution finish 2709
[27700.210] simulate training iteration execution finish 2710
[27710.450] simulate training iteration execution finish 2711
[27720.690] simulate training iteration execution finish 2712
[27730.930] simulate training iteration execution finish 2713
[27741.170] simulate training iteration execution finish 2714
[27751.410] simulate training iteration execution finish 2715
[27761.650] simulate training iteration execution finish 2716
[27771.890] simulate training iteration execution finish 2717
[27782.130] simulate training iteration execution finish 2718
[27792.370] simulate training iteration execution finish 2719
[27802.610] simulate training iteration execution finish 2720
[27812.850] simulate training iteration execution finish 2721
[27823.090] simulate training iteration execution finish 2722
[27833.330] simulate training iteration execution finish 2723
[27843.570] simulate training iteration execution finish 2724
[27853.810] simulate training iteration execution finish 2725
[27864.050] simulate training iteration execution finish 2726
[27874.290] simulate training iteration execution finish 2727
[27884.530] simulate training iteration execution finish 2728
[27894.770] simulate training iteration execution finish 2729
[27905.010] simulate training iteration execution finish 2730
[27915.250] simulate training iteration execution finish 2731
[27925.490] simulate training iteration execution finish 2732
[27935.730] simulate training iteration execution finish 2733
[27945.970] simulate training iteration execution finish 2734
[27956.210] simulate training iteration execution finish 2735
[27966.450] simulate training iteration execution finish 2736
[27976.690] simulate training iteration execution finish 2737
[27986.930] simulate training iteration execution finish 2738
[27997.170] simulate training iteration execution finish 2739
[28007.410] simulate training iteration execution finish 2740
[28017.650] simulate training iteration execution finish 2741
[28020.000] node68 simulate_spot_instance_remove: 28020000
[28020.000] simulate_rendezvous_start: 28020000 False
[28020.000] simulate_rendezvous_restart: 28020000
[28020.965] simulate_reconfigure: 28020965.0
[28020.965] simulate_preparation: 28020965.0 ['node42', 'node41', 'node45', 'node66', 'node73', 'node74', 'node78', 'node80', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87']
[28020.965] simulate_assign_coordinates ['node42', 'node41', 'node45', 'node66', 'node73', 'node74', 'node78', 'node80', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87']
28020965.0 15 nodes completed rendezvous version 41, 15x1 configuration
28020965.0 starting training with 15 15 nodes
[28032.565] simulate training iteration execution finish 2742
[28044.165] simulate training iteration execution finish 2743
[28055.765] simulate training iteration execution finish 2744
[28067.365] simulate training iteration execution finish 2745
[28078.965] simulate training iteration execution finish 2746
[28090.565] simulate training iteration execution finish 2747
[28102.165] simulate training iteration execution finish 2748
[28113.765] simulate training iteration execution finish 2749
[28125.365] simulate training iteration execution finish 2750
[28136.965] simulate training iteration execution finish 2751
[28140.000] node45 simulate_spot_instance_remove: 28140000
[28140.000] simulate_rendezvous_start: 28140000 False
[28140.000] simulate_rendezvous_restart: 28140000
[28140.000] node80 simulate_spot_instance_remove: 28140000
[28140.000] same delta as last reconfigure, skipping
[28140.938] simulate_reconfigure: 28140937.5
[28140.938] simulate_preparation: 28140937.5 ['node42', 'node41', 'node66', 'node73', 'node74', 'node78', 'node80', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87']
[28140.938] node80 terminated during redezvous, restarting
[28140.938] simulate_rendezvous_restart: 28140937.5
[28140.938] simulate_preparation: 28140937.5
[28140.938] simulate_preparation: 28140937.5 ['node42', 'node41', 'node66', 'node73', 'node74', 'node78', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87']
[28140.938] simulate_assign_coordinates ['node42', 'node41', 'node66', 'node73', 'node74', 'node78', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87']
28140937.5 13 nodes completed rendezvous version 42, 13x1 configuration
28140937.5 starting training with 13 13 nodes
[28153.228] simulate training iteration execution finish 2752
[28165.518] simulate training iteration execution finish 2753
[28177.807] simulate training iteration execution finish 2754
[28190.097] simulate training iteration execution finish 2755
[28202.388] simulate training iteration execution finish 2756
[28214.678] simulate training iteration execution finish 2757
[28226.967] simulate training iteration execution finish 2758
[28239.257] simulate training iteration execution finish 2759
[28251.548] simulate training iteration execution finish 2760
[28263.838] simulate training iteration execution finish 2761
[28276.127] simulate training iteration execution finish 2762
[28288.417] simulate training iteration execution finish 2763
[28300.708] simulate training iteration execution finish 2764
[28312.998] simulate training iteration execution finish 2765
[28325.287] simulate training iteration execution finish 2766
[28337.577] simulate training iteration execution finish 2767
[28349.868] simulate training iteration execution finish 2768
[28362.158] simulate training iteration execution finish 2769
[28374.447] simulate training iteration execution finish 2770
[28386.737] simulate training iteration execution finish 2771
[28399.028] simulate training iteration execution finish 2772
[28411.318] simulate training iteration execution finish 2773
[28423.607] simulate training iteration execution finish 2774
[28435.897] simulate training iteration execution finish 2775
[28448.188] simulate training iteration execution finish 2776
[28460.478] simulate training iteration execution finish 2777
[28472.768] simulate training iteration execution finish 2778
[28485.057] simulate training iteration execution finish 2779
[28497.347] simulate training iteration execution finish 2780
[28509.638] simulate training iteration execution finish 2781
[28521.928] simulate training iteration execution finish 2782
[28534.217] simulate training iteration execution finish 2783
[28546.507] simulate training iteration execution finish 2784
[28558.798] simulate training iteration execution finish 2785
[28571.088] simulate training iteration execution finish 2786
[28583.377] simulate training iteration execution finish 2787
[28595.667] simulate training iteration execution finish 2788
[28607.958] simulate training iteration execution finish 2789
[28620.248] simulate training iteration execution finish 2790
[28632.537] simulate training iteration execution finish 2791
[28644.827] simulate training iteration execution finish 2792
[28657.118] simulate training iteration execution finish 2793
[28669.408] simulate training iteration execution finish 2794
[28681.697] simulate training iteration execution finish 2795
[28693.987] simulate training iteration execution finish 2796
[28706.278] simulate training iteration execution finish 2797
[28718.568] simulate training iteration execution finish 2798
[28730.857] simulate training iteration execution finish 2799
[28743.147] simulate training iteration execution finish 2800
[28755.438] simulate training iteration execution finish 2801
[28767.728] simulate training iteration execution finish 2802
[28780.018] simulate training iteration execution finish 2803
[28792.307] simulate training iteration execution finish 2804
[28804.597] simulate training iteration execution finish 2805
[28816.888] simulate training iteration execution finish 2806
[28829.178] simulate training iteration execution finish 2807
[28841.467] simulate training iteration execution finish 2808
[28853.757] simulate training iteration execution finish 2809
[28866.048] simulate training iteration execution finish 2810
[28878.338] simulate training iteration execution finish 2811
[28890.627] simulate training iteration execution finish 2812
[28902.917] simulate training iteration execution finish 2813
[28915.208] simulate training iteration execution finish 2814
[28927.498] simulate training iteration execution finish 2815
[28939.787] simulate training iteration execution finish 2816
[28952.077] simulate training iteration execution finish 2817
[28964.368] simulate training iteration execution finish 2818
[28976.658] simulate training iteration execution finish 2819
[28988.947] simulate training iteration execution finish 2820
[29001.237] simulate training iteration execution finish 2821
[29013.528] simulate training iteration execution finish 2822
[29025.818] simulate training iteration execution finish 2823
[29038.107] simulate training iteration execution finish 2824
[29050.397] simulate training iteration execution finish 2825
[29062.688] simulate training iteration execution finish 2826
[29074.978] simulate training iteration execution finish 2827
[29087.268] simulate training iteration execution finish 2828
[29099.557] simulate training iteration execution finish 2829
[29111.847] simulate training iteration execution finish 2830
[29124.138] simulate training iteration execution finish 2831
[29136.428] simulate training iteration execution finish 2832
[29148.717] simulate training iteration execution finish 2833
[29161.007] simulate training iteration execution finish 2834
[29173.298] simulate training iteration execution finish 2835
[29185.588] simulate training iteration execution finish 2836
[29197.877] simulate training iteration execution finish 2837
[29210.167] simulate training iteration execution finish 2838
[29222.458] simulate training iteration execution finish 2839
[29234.748] simulate training iteration execution finish 2840
[29247.037] simulate training iteration execution finish 2841
[29259.327] simulate training iteration execution finish 2842
[29271.618] simulate training iteration execution finish 2843
[29283.908] simulate training iteration execution finish 2844
[29296.197] simulate training iteration execution finish 2845
[29308.487] simulate training iteration execution finish 2846
[29320.778] simulate training iteration execution finish 2847
[29333.068] simulate training iteration execution finish 2848
[29340.000] node90 simulate_spot_instance_add: 29340000
[29340.000] node89 simulate_spot_instance_add: 29340000
[29345.357] simulate training iteration execution finish 2849
[29357.647] simulate training iteration execution finish 2850
[29369.938] simulate training iteration execution finish 2851
[29382.228] simulate training iteration execution finish 2852
[29385.000] node90 simulate_spot_instance_ready: 29385000
[29385.000] node89 simulate_spot_instance_ready: 29385000
[29394.518] simulate training iteration execution finish 2853
[29406.807] simulate training iteration execution finish 2854
[29419.097] simulate training iteration execution finish 2855
[29431.388] simulate training iteration execution finish 2856
[29443.678] simulate training iteration execution finish 2857
[29455.967] simulate training iteration execution finish 2858
[29460.000] node91 simulate_spot_instance_add: 29460000
[29468.257] simulate training iteration execution finish 2859
[29480.548] simulate training iteration execution finish 2860
[29492.838] simulate training iteration execution finish 2861
[29505.000] node91 simulate_spot_instance_ready: 29505000
[29505.127] simulate training iteration execution finish 2862
[29517.417] simulate training iteration execution finish 2863
[29520.000] node92 simulate_spot_instance_add: 29520000
[29529.708] simulate training iteration execution finish 2864
[29541.998] simulate training iteration execution finish 2865
[29554.287] simulate training iteration execution finish 2866
[29565.000] node92 simulate_spot_instance_ready: 29565000
[29566.577] simulate training iteration execution finish 2867
[29578.868] simulate training iteration execution finish 2868
[29591.158] simulate training iteration execution finish 2869
[29603.447] simulate training iteration execution finish 2870
[29615.737] simulate training iteration execution finish 2871
[29628.028] simulate training iteration execution finish 2872
[29640.318] simulate training iteration execution finish 2873
[29652.607] simulate training iteration execution finish 2874
[29664.897] simulate training iteration execution finish 2875
[29677.188] simulate training iteration execution finish 2876
[29689.478] simulate training iteration execution finish 2877
[29700.000] node93 simulate_spot_instance_add: 29700000
[29701.768] simulate training iteration execution finish 2878
[29714.057] simulate training iteration execution finish 2879
[29726.347] simulate training iteration execution finish 2880
[29738.638] simulate training iteration execution finish 2881
[29745.000] node93 simulate_spot_instance_ready: 29745000
[29750.928] simulate training iteration execution finish 2882
[29760.000] node94 simulate_spot_instance_add: 29760000
[29763.217] simulate training iteration execution finish 2883
[29775.507] simulate training iteration execution finish 2884
[29787.798] simulate training iteration execution finish 2885
[29800.088] simulate training iteration execution finish 2886
[29805.000] node94 simulate_spot_instance_ready: 29805000
[29812.377] simulate training iteration execution finish 2887
[29824.667] simulate training iteration execution finish 2888
[29836.958] simulate training iteration execution finish 2889
[29849.248] simulate training iteration execution finish 2890
[29861.537] simulate training iteration execution finish 2891
[29873.827] simulate training iteration execution finish 2892
[29886.118] simulate training iteration execution finish 2893
[29898.408] simulate training iteration execution finish 2894
[29910.697] simulate training iteration execution finish 2895
[29922.987] simulate training iteration execution finish 2896
[29935.278] simulate training iteration execution finish 2897
[29947.568] simulate training iteration execution finish 2898
[29959.857] simulate training iteration execution finish 2899
[29972.147] simulate training iteration execution finish 2900
[29984.438] simulate training iteration execution finish 2901
[29996.728] simulate training iteration execution finish 2902
[30000.000] node74 simulate_spot_instance_remove: 30000000
[30000.000] simulate_rendezvous_start: 30000000 False
[30000.000] simulate_rendezvous_restart: 30000000
[30000.000] node94 simulate_spot_instance_remove: 30000000
[30000.000] same delta as last reconfigure, skipping
[30001.018] simulate_reconfigure: 30001018.125
[30001.018] simulate_preparation: 30001018.125 ['node42', 'node41', 'node66', 'node73', 'node78', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87', 'node90', 'node89', 'node91', 'node92', 'node93', 'node94']
[30001.018] node94 terminated during redezvous, restarting
[30001.018] simulate_rendezvous_restart: 30001018.125
[30001.018] simulate_preparation: 30001018.125
[30001.018] simulate_preparation: 30001018.125 ['node42', 'node41', 'node66', 'node73', 'node78', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87', 'node90', 'node89', 'node91', 'node92', 'node93']
[30001.018] simulate_assign_coordinates ['node42', 'node41', 'node66', 'node73', 'node78', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87', 'node90', 'node89', 'node91', 'node92', 'node93']
30001018.125 17 nodes completed rendezvous version 43, 17x1 configuration
30001018.125 starting training with 17 17 nodes
[30012.028] simulate training iteration execution finish 2903
[30023.038] simulate training iteration execution finish 2904
[30034.048] simulate training iteration execution finish 2905
[30045.058] simulate training iteration execution finish 2906
[30056.068] simulate training iteration execution finish 2907
[30067.078] simulate training iteration execution finish 2908
[30078.088] simulate training iteration execution finish 2909
[30089.098] simulate training iteration execution finish 2910
[30100.108] simulate training iteration execution finish 2911
[30111.118] simulate training iteration execution finish 2912
[30120.000] node89 simulate_spot_instance_remove: 30120000
[30120.000] simulate_rendezvous_start: 30120000 False
[30120.000] simulate_rendezvous_restart: 30120000
[30120.000] node66 simulate_spot_instance_remove: 30120000
[30120.000] same delta as last reconfigure, skipping
[30120.850] simulate_reconfigure: 30120850.0
[30120.850] simulate_preparation: 30120850.0 ['node42', 'node41', 'node66', 'node73', 'node78', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87', 'node90', 'node91', 'node92', 'node93']
[30120.850] node66 terminated during redezvous, restarting
[30120.850] simulate_rendezvous_restart: 30120850.0
[30120.850] simulate_preparation: 30120850.0
[30120.850] simulate_preparation: 30120850.0 ['node42', 'node41', 'node73', 'node78', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87', 'node90', 'node91', 'node92', 'node93']
[30120.850] simulate_assign_coordinates ['node42', 'node41', 'node73', 'node78', 'node81', 'node83', 'node82', 'node84', 'node86', 'node88', 'node87', 'node90', 'node91', 'node92', 'node93']
30120850.0 15 nodes completed rendezvous version 44, 15x1 configuration
30120850.0 starting training with 15 15 nodes
[30132.450] simulate training iteration execution finish 2913
[30144.050] simulate training iteration execution finish 2914
[30155.650] simulate training iteration execution finish 2915
[30167.250] simulate training iteration execution finish 2916
[30178.850] simulate training iteration execution finish 2917
[30190.450] simulate training iteration execution finish 2918
[30202.050] simulate training iteration execution finish 2919
[30213.650] simulate training iteration execution finish 2920
[30225.250] simulate training iteration execution finish 2921
[30236.850] simulate training iteration execution finish 2922
[30240.000] node84 simulate_spot_instance_remove: 30240000
[30240.000] simulate_rendezvous_start: 30240000 False
[30240.000] simulate_rendezvous_restart: 30240000
[30240.000] node88 simulate_spot_instance_remove: 30240000
[30240.000] same delta as last reconfigure, skipping
[30240.938] simulate_reconfigure: 30240937.5
[30240.938] simulate_preparation: 30240937.5 ['node42', 'node41', 'node73', 'node78', 'node81', 'node83', 'node82', 'node86', 'node88', 'node87', 'node90', 'node91', 'node92', 'node93']
[30240.938] node88 terminated during redezvous, restarting
[30240.938] simulate_rendezvous_restart: 30240937.5
[30240.938] simulate_preparation: 30240937.5
[30240.938] simulate_preparation: 30240937.5 ['node42', 'node41', 'node73', 'node78', 'node81', 'node83', 'node82', 'node86', 'node87', 'node90', 'node91', 'node92', 'node93']
[30240.938] simulate_assign_coordinates ['node42', 'node41', 'node73', 'node78', 'node81', 'node83', 'node82', 'node86', 'node87', 'node90', 'node91', 'node92', 'node93']
30240937.5 13 nodes completed rendezvous version 45, 13x1 configuration
30240937.5 starting training with 13 13 nodes
[30253.228] simulate training iteration execution finish 2923
[30265.518] simulate training iteration execution finish 2924
[30277.807] simulate training iteration execution finish 2925
[30290.097] simulate training iteration execution finish 2926
[30302.388] simulate training iteration execution finish 2927
[30314.678] simulate training iteration execution finish 2928
[30326.967] simulate training iteration execution finish 2929
[30339.257] simulate training iteration execution finish 2930
[30351.548] simulate training iteration execution finish 2931
[30360.000] node93 simulate_spot_instance_remove: 30360000
[30360.000] simulate_rendezvous_start: 30360000 False
[30360.000] simulate_rendezvous_restart: 30360000
[30360.000] node92 simulate_spot_instance_remove: 30360000
[30360.000] same delta as last reconfigure, skipping
[30361.057] simulate_reconfigure: 30361057.5
[30361.057] simulate_preparation: 30361057.5 ['node42', 'node41', 'node73', 'node78', 'node81', 'node83', 'node82', 'node86', 'node87', 'node90', 'node91', 'node92']
[30361.057] node92 terminated during redezvous, restarting
[30361.057] simulate_rendezvous_restart: 30361057.5
[30361.057] simulate_preparation: 30361057.5
[30361.057] simulate_preparation: 30361057.5 ['node42', 'node41', 'node73', 'node78', 'node81', 'node83', 'node82', 'node86', 'node87', 'node90', 'node91']
[30361.057] simulate_assign_coordinates ['node42', 'node41', 'node73', 'node78', 'node81', 'node83', 'node82', 'node86', 'node87', 'node90', 'node91']
30361057.5 11 nodes completed rendezvous version 46, 11x1 configuration
30361057.5 starting training with 11 11 nodes
[30375.688] simulate training iteration execution finish 2932
[30390.318] simulate training iteration execution finish 2933
[30404.947] simulate training iteration execution finish 2934
[30419.577] simulate training iteration execution finish 2935
[30434.208] simulate training iteration execution finish 2936
[30448.838] simulate training iteration execution finish 2937
[30463.467] simulate training iteration execution finish 2938
[30478.097] simulate training iteration execution finish 2939
[30492.728] simulate training iteration execution finish 2940
[30507.357] simulate training iteration execution finish 2941
[30521.987] simulate training iteration execution finish 2942
[30536.618] simulate training iteration execution finish 2943
[30551.248] simulate training iteration execution finish 2944
[30565.877] simulate training iteration execution finish 2945
[30580.507] simulate training iteration execution finish 2946
[30595.138] simulate training iteration execution finish 2947
[30609.768] simulate training iteration execution finish 2948
[30624.397] simulate training iteration execution finish 2949
[30639.028] simulate training iteration execution finish 2950
[30653.658] simulate training iteration execution finish 2951
[30660.000] node95 simulate_spot_instance_add: 30660000
[30668.287] simulate training iteration execution finish 2952
[30682.917] simulate training iteration execution finish 2953
[30697.548] simulate training iteration execution finish 2954
[30705.000] node95 simulate_spot_instance_ready: 30705000
[30712.178] simulate training iteration execution finish 2955
[30720.000] node96 simulate_spot_instance_add: 30720000
[30726.807] simulate training iteration execution finish 2956
[30741.438] simulate training iteration execution finish 2957
[30756.068] simulate training iteration execution finish 2958
[30765.000] node96 simulate_spot_instance_ready: 30765000
[30770.697] simulate training iteration execution finish 2959
[30785.327] simulate training iteration execution finish 2960
[30799.958] simulate training iteration execution finish 2961
[30814.588] simulate training iteration execution finish 2962
[30829.217] simulate training iteration execution finish 2963
[30840.000] node41 simulate_spot_instance_remove: 30840000
[30840.000] simulate_rendezvous_start: 30840000 False
[30840.000] simulate_rendezvous_restart: 30840000
[30841.184] simulate_reconfigure: 30841184.375
[30841.184] simulate_preparation: 30841184.375 ['node42', 'node73', 'node78', 'node81', 'node83', 'node82', 'node86', 'node87', 'node90', 'node91', 'node95', 'node96']
[30841.184] simulate_assign_coordinates ['node42', 'node73', 'node78', 'node81', 'node83', 'node82', 'node86', 'node87', 'node90', 'node91', 'node95', 'node96']
30841184.375 12 nodes completed rendezvous version 47, 12x1 configuration
30841184.375 starting training with 12 12 nodes
[30853.784] simulate training iteration execution finish 2964
[30866.384] simulate training iteration execution finish 2965
[30878.984] simulate training iteration execution finish 2966
[30891.584] simulate training iteration execution finish 2967
[30900.000] node97 simulate_spot_instance_add: 30900000
[30904.184] simulate training iteration execution finish 2968
[30916.784] simulate training iteration execution finish 2969
[30929.384] simulate training iteration execution finish 2970
[30941.984] simulate training iteration execution finish 2971
[30945.000] node97 simulate_spot_instance_ready: 30945000
[30954.584] simulate training iteration execution finish 2972
[30967.184] simulate training iteration execution finish 2973
[30979.784] simulate training iteration execution finish 2974
[30992.384] simulate training iteration execution finish 2975
[31004.984] simulate training iteration execution finish 2976
[31017.584] simulate training iteration execution finish 2977
[31030.184] simulate training iteration execution finish 2978
[31042.784] simulate training iteration execution finish 2979
[31055.384] simulate training iteration execution finish 2980
[31067.984] simulate training iteration execution finish 2981
[31080.584] simulate training iteration execution finish 2982
[31093.184] simulate training iteration execution finish 2983
[31105.784] simulate training iteration execution finish 2984
[31118.384] simulate training iteration execution finish 2985
[31130.984] simulate training iteration execution finish 2986
[31140.000] node98 simulate_spot_instance_add: 31140000
[31143.584] simulate training iteration execution finish 2987
[31156.184] simulate training iteration execution finish 2988
[31168.784] simulate training iteration execution finish 2989
[31181.384] simulate training iteration execution finish 2990
[31185.000] node98 simulate_spot_instance_ready: 31185000
[31193.984] simulate training iteration execution finish 2991
[31206.584] simulate training iteration execution finish 2992
[31219.184] simulate training iteration execution finish 2993
[31231.784] simulate training iteration execution finish 2994
[31244.384] simulate training iteration execution finish 2995
[31256.984] simulate training iteration execution finish 2996
[31260.000] node99 simulate_spot_instance_add: 31260000
[31260.000] node100 simulate_spot_instance_add: 31260000
[31260.000] node101 simulate_spot_instance_add: 31260000
[31260.000] node102 simulate_spot_instance_add: 31260000
